request_id,opened_at,closed_at,service,request_type,assignment_group,status,fulfillment_hours
REQ20882,2025-12-03 15:22:37.623315,2025-12-07 02:22:37.623315,Корпоративная почта,BI-отчет,Network,В работе,83
REQ20883,2025-12-03 03:43:37.623315,2025-12-06 04:43:37.623315,Сервис-деск,Учетная запись,Service Desk L1,Завершен,73
REQ20884,2025-12-03 22:13:37.623315,2025-12-07 13:13:37.623315,Сервис-деск,Учетная запись,Application Support,Завершен,87
REQ20885,2025-12-04 11:01:37.623315,2025-12-07 10:01:37.623315,VPN,BI-отчет,DBA,Завершен,71
REQ20886,2025-12-04 20:51:37.623315,2025-12-08 06:51:37.623315,VPN,Сброс пароля,Service Desk L1,Завершен,82
REQ20887,2025-12-04 04:30:37.623315,2025-12-05 22:30:37.623315,Сеть офисов,Доступ,Service Desk L1,Отклонен,42
REQ20888,2025-12-04 09:45:37.623315,2025-12-06 13:45:37.623315,Сеть офисов,Сброс пароля,Service Desk L2,В работе,52
REQ20889,2025-12-04 16:07:37.623315,2025-12-08 16:07:37.623315,VPN,Оборудование,DBA,Завершен,96
REQ20890,2025-12-04 19:33:37.623315,2025-12-07 06:33:37.623315,Сеть офисов,Доступ,Application Support,Завершен,59
REQ20891,2025-12-04 03:26:37.623315,2025-12-04 16:26:37.623315,Корпоративная почта,Доступ,Service Desk L1,В работе,13
REQ20892,2025-12-04 15:23:37.623315,2025-12-05 23:23:37.623315,Сервис-деск,Сброс пароля,Service Desk L2,Отклонен,32
REQ20893,2025-12-04 13:12:37.623315,2025-12-07 21:12:37.623315,Корпоративная почта,Учетная запись,NOC,В работе,80
REQ20894,2025-12-04 01:16:37.623315,2025-12-06 17:16:37.623315,ERP,Учетная запись,NOC,Отклонен,64
REQ20895,2025-12-04 06:59:37.623315,2025-12-05 03:59:37.623315,ERP,Доступ,Service Desk L1,Отклонен,21
REQ20896,2025-12-04 18:37:37.623315,2025-12-08 12:37:37.623315,ERP,Оборудование,Service Desk L1,В работе,90
REQ20897,2025-12-04 23:17:37.623315,2025-12-05 15:17:37.623315,Data Platform,Доступ,Application Support,Завершен,16
REQ20898,2025-12-04 04:18:37.623315,2025-12-06 21:18:37.623315,Data Platform,Учетная запись,Network,Завершен,65
REQ20899,2025-12-04 06:56:37.623315,2025-12-06 18:56:37.623315,VPN,Оборудование,NOC,В работе,60
REQ20900,2025-12-04 08:30:37.623315,2025-12-05 04:30:37.623315,Корпоративная почта,Согласование,Application Support,В работе,20
REQ20901,2025-12-04 20:41:37.623315,2025-12-08 13:41:37.623315,ERP,BI-отчет,Service Desk L2,В работе,89
REQ20902,2025-12-04 06:19:37.623315,2025-12-05 08:19:37.623315,Сервис-деск,Учетная запись,NOC,Отклонен,26
REQ20903,2025-12-04 17:13:37.623315,2025-12-05 20:13:37.623315,VPN,Сброс пароля,Network,В работе,27
REQ20904,2025-12-04 14:17:37.623315,2025-12-04 18:17:37.623315,ERP,BI-отчет,Service Desk L1,В работе,4
REQ20905,2025-12-04 15:59:37.623315,2025-12-07 19:59:37.623315,ERP,Доступ,Network,В работе,76
REQ20906,2025-12-04 00:12:37.623315,2025-12-04 23:12:37.623315,Корпоративная почта,Сброс пароля,Service Desk L1,Отклонен,23
REQ20907,2025-12-04 12:10:37.623315,2025-12-07 06:10:37.623315,Сервис-деск,Сброс пароля,NOC,Отклонен,66
REQ20908,2025-12-04 09:33:37.623315,2025-12-08 02:33:37.623315,Data Platform,Согласование,Network,Отклонен,89
REQ20909,2025-12-04 22:18:37.623315,2025-12-05 23:18:37.623315,Data Platform,Согласование,Service Desk L2,Отклонен,25
REQ20910,2025-12-04 05:31:37.623315,2025-12-07 11:31:37.623315,Сервис-деск,Сброс пароля,DBA,Завершен,78
REQ20911,2025-12-04 07:32:37.623315,2025-12-06 18:32:37.623315,Data Platform,Согласование,Network,Завершен,59
REQ20912,2025-12-05 07:55:37.623315,2025-12-06 17:55:37.623315,ERP,BI-отчет,NOC,Завершен,34
REQ20913,2025-12-04 23:56:37.623315,2025-12-07 22:56:37.623315,Сеть офисов,BI-отчет,Application Support,Отклонен,71
REQ20914,2025-12-05 00:42:37.623315,2025-12-07 15:42:37.623315,ERP,Учетная запись,Service Desk L1,Отклонен,63
REQ20915,2025-12-05 07:00:37.623315,2025-12-08 13:00:37.623315,Сервис-деск,Согласование,Network,Отклонен,78
REQ20916,2025-12-05 02:56:37.623315,2025-12-07 00:56:37.623315,Data Platform,Оборудование,NOC,Завершен,46
REQ20917,2025-12-05 14:11:37.623315,2025-12-07 15:11:37.623315,Корпоративная почта,Доступ,NOC,Завершен,49
REQ20918,2025-12-05 01:04:37.623315,2025-12-06 23:04:37.623315,Сервис-деск,Согласование,Service Desk L2,В работе,46
REQ20919,2025-12-05 02:58:37.623315,2025-12-08 08:58:37.623315,ERP,Учетная запись,Application Support,Завершен,78
REQ20920,2025-12-05 10:45:37.623315,2025-12-07 01:45:37.623315,Корпоративная почта,BI-отчет,Network,Отклонен,39
REQ20921,2025-12-05 06:13:37.623315,2025-12-07 16:13:37.623315,Сеть офисов,Учетная запись,Network,В работе,58
REQ20922,2025-12-05 13:57:37.623315,2025-12-05 21:57:37.623315,Сеть офисов,Согласование,Service Desk L2,Завершен,8
REQ20923,2025-12-05 19:28:37.623315,2025-12-08 16:28:37.623315,Data Platform,Оборудование,DBA,Отклонен,69
REQ20924,2025-12-05 00:22:37.623315,2025-12-05 16:22:37.623315,Сервис-деск,Оборудование,DBA,В работе,16
REQ20925,2025-12-05 21:28:37.623315,2025-12-06 05:28:37.623315,VPN,Сброс пароля,Network,В работе,8
REQ20926,2025-12-05 07:29:37.623315,2025-12-08 13:29:37.623315,Сеть офисов,Доступ,DBA,В работе,78
REQ20927,2025-12-05 08:03:37.623315,2025-12-07 05:03:37.623315,Data Platform,BI-отчет,DBA,В работе,45
REQ20928,2025-12-05 04:40:37.623315,2025-12-05 10:40:37.623315,Data Platform,Оборудование,Application Support,Завершен,6
REQ20929,2025-12-05 10:19:37.623315,2025-12-07 08:19:37.623315,Сеть офисов,BI-отчет,DBA,В работе,46
REQ20930,2025-12-05 03:41:37.623315,2025-12-07 11:41:37.623315,VPN,Оборудование,Application Support,Завершен,56
REQ20931,2025-12-05 18:21:37.623315,2025-12-07 14:21:37.623315,VPN,Оборудование,Service Desk L2,Отклонен,44
REQ20932,2025-12-06 08:16:37.623315,2025-12-08 02:16:37.623315,ERP,Доступ,Service Desk L2,Завершен,42
REQ20933,2025-12-06 09:55:37.623315,2025-12-08 21:55:37.623315,VPN,Согласование,NOC,В работе,60
REQ20934,2025-12-06 08:17:37.623315,2025-12-07 11:17:37.623315,Корпоративная почта,Учетная запись,DBA,Отклонен,27
REQ20935,2025-12-06 16:28:37.623315,2025-12-07 07:28:37.623315,Data Platform,Сброс пароля,Service Desk L2,Завершен,15
REQ20936,2025-12-06 05:40:37.623315,2025-12-07 09:40:37.623315,Сеть офисов,BI-отчет,Service Desk L1,Завершен,28
REQ20937,2025-12-06 15:52:37.623315,2025-12-07 19:52:37.623315,Сеть офисов,Согласование,DBA,Отклонен,28
REQ20938,2025-12-06 22:43:37.623315,2025-12-09 17:43:37.623315,VPN,Учетная запись,Application Support,Завершен,67
REQ20939,2025-12-06 11:39:37.623315,2025-12-09 01:39:37.623315,Data Platform,Доступ,Network,Завершен,62
REQ20940,2025-12-06 07:06:37.623315,2025-12-06 10:06:37.623315,Сеть офисов,Доступ,Service Desk L1,Завершен,3
REQ20941,2025-12-06 10:33:37.623315,2025-12-09 05:33:37.623315,Сервис-деск,Согласование,NOC,Завершен,67
REQ20942,2025-12-06 16:29:37.623315,2025-12-08 20:29:37.623315,VPN,Сброс пароля,Network,Завершен,52
REQ20943,2025-12-06 01:20:37.623315,2025-12-07 12:20:37.623315,Корпоративная почта,Учетная запись,Application Support,Завершен,35
REQ20944,2025-12-06 02:00:37.623315,2025-12-06 08:00:37.623315,Сервис-деск,Учетная запись,Network,В работе,6
REQ20945,2025-12-06 13:29:37.623315,2025-12-06 15:29:37.623315,ERP,Сброс пароля,NOC,Завершен,2
REQ20946,2025-12-06 01:06:37.623315,2025-12-09 19:06:37.623315,Data Platform,Учетная запись,Service Desk L1,Отклонен,90
REQ20947,2025-12-06 07:27:37.623315,2025-12-09 09:27:37.623315,VPN,Оборудование,Network,В работе,74
REQ20948,2025-12-06 07:14:37.623315,2025-12-09 07:14:37.623315,Сервис-деск,Доступ,NOC,Отклонен,72
REQ20949,2025-12-06 15:06:37.623315,2025-12-09 23:06:37.623315,ERP,Доступ,Service Desk L2,Завершен,80
REQ20950,2025-12-06 04:09:37.623315,2025-12-07 17:09:37.623315,Сеть офисов,Согласование,NOC,Отклонен,37
REQ20951,2025-12-06 23:08:37.623315,2025-12-10 00:08:37.623315,Data Platform,Оборудование,Service Desk L2,В работе,73
REQ20952,2025-12-06 08:16:37.623315,2025-12-09 11:16:37.623315,Data Platform,Оборудование,Application Support,Завершен,75
REQ20953,2025-12-06 10:26:37.623315,2025-12-09 03:26:37.623315,ERP,Оборудование,Application Support,В работе,65
REQ20954,2025-12-05 23:37:37.623315,2025-12-09 17:37:37.623315,Сервис-деск,Учетная запись,Application Support,Завершен,90
REQ20955,2025-12-06 12:27:37.623315,2025-12-07 03:27:37.623315,Сеть офисов,BI-отчет,NOC,Завершен,15
REQ20956,2025-12-06 05:40:37.623315,2025-12-08 07:40:37.623315,Сеть офисов,Согласование,NOC,Отклонен,50
REQ20957,2025-12-06 11:34:37.623315,2025-12-06 19:34:37.623315,Data Platform,Доступ,Application Support,Отклонен,8
REQ20958,2025-12-06 11:49:37.623315,2025-12-10 05:49:37.623315,Сервис-деск,Оборудование,NOC,Завершен,90
REQ20959,2025-12-06 00:23:37.623315,2025-12-09 06:23:37.623315,ERP,Оборудование,DBA,В работе,78
REQ20960,2025-12-06 22:29:37.623315,2025-12-07 08:29:37.623315,Сеть офисов,Сброс пароля,Application Support,В работе,10
REQ20961,2025-12-07 21:53:37.623315,2025-12-08 13:53:37.623315,Сеть офисов,Согласование,Application Support,Завершен,16
REQ20962,2025-12-07 06:04:37.623315,2025-12-10 12:04:37.623315,Сеть офисов,Учетная запись,DBA,В работе,78
REQ20963,2025-12-07 14:52:37.623315,2025-12-08 07:52:37.623315,Сеть офисов,Оборудование,DBA,В работе,17
REQ20964,2025-12-07 06:23:37.623315,2025-12-09 17:23:37.623315,Data Platform,BI-отчет,NOC,Завершен,59
REQ20965,2025-12-07 05:12:37.623315,2025-12-08 19:12:37.623315,Сеть офисов,Доступ,Service Desk L2,Отклонен,38
REQ20966,2025-12-07 21:56:37.623315,2025-12-09 21:56:37.623315,ERP,Согласование,Service Desk L1,Завершен,48
REQ20967,2025-12-06 23:31:37.623315,2025-12-10 12:31:37.623315,ERP,Учетная запись,Network,Завершен,85
REQ20968,2025-12-07 03:34:37.623315,2025-12-09 07:34:37.623315,VPN,Оборудование,NOC,В работе,52
REQ20969,2025-12-07 17:23:37.623315,2025-12-09 20:23:37.623315,Сеть офисов,Учетная запись,DBA,Отклонен,51
REQ20970,2025-12-07 11:15:37.623315,2025-12-09 23:15:37.623315,ERP,Согласование,Service Desk L2,В работе,60
REQ20971,2025-12-06 23:45:37.623315,2025-12-09 09:45:37.623315,Сервис-деск,Учетная запись,Network,Завершен,58
REQ20972,2025-12-07 13:00:37.623315,2025-12-11 07:00:37.623315,Корпоративная почта,Оборудование,Service Desk L1,В работе,90
REQ20973,2025-12-07 22:08:37.623315,2025-12-08 18:08:37.623315,Корпоративная почта,Сброс пароля,NOC,Отклонен,20
REQ20974,2025-12-07 03:14:37.623315,2025-12-09 09:14:37.623315,ERP,Оборудование,DBA,Завершен,54
REQ20975,2025-12-06 23:51:37.623315,2025-12-07 02:51:37.623315,VPN,Оборудование,Network,Завершен,3
REQ20976,2025-12-07 19:54:37.623315,2025-12-09 06:54:37.623315,VPN,Сброс пароля,Application Support,Отклонен,35
REQ20977,2025-12-07 23:05:37.623315,2025-12-08 15:05:37.623315,Сеть офисов,BI-отчет,Application Support,Отклонен,16
REQ20978,2025-12-07 03:39:37.623315,2025-12-10 02:39:37.623315,ERP,BI-отчет,NOC,Завершен,71
REQ20979,2025-12-06 23:21:37.623315,2025-12-08 15:21:37.623315,Корпоративная почта,Учетная запись,DBA,Отклонен,40
REQ20980,2025-12-07 02:13:37.623315,2025-12-07 05:13:37.623315,ERP,Оборудование,NOC,Завершен,3
REQ20981,2025-12-07 02:44:37.623315,2025-12-07 13:44:37.623315,Data Platform,Согласование,Service Desk L2,В работе,11
REQ20982,2025-12-07 21:56:37.623315,2025-12-10 00:56:37.623315,Сервис-деск,Сброс пароля,DBA,Отклонен,51
REQ20983,2025-12-07 06:35:37.623315,2025-12-10 21:35:37.623315,Сеть офисов,Сброс пароля,Application Support,В работе,87
REQ20984,2025-12-07 16:26:37.623315,2025-12-08 05:26:37.623315,Корпоративная почта,Сброс пароля,NOC,Завершен,13
REQ20985,2025-12-07 08:19:37.623315,2025-12-10 01:19:37.623315,Data Platform,Сброс пароля,Application Support,В работе,65
REQ20986,2025-12-07 16:13:37.623315,2025-12-10 20:13:37.623315,Data Platform,Доступ,Network,В работе,76
REQ20987,2025-12-07 06:56:37.623315,2025-12-09 03:56:37.623315,ERP,Учетная запись,NOC,Завершен,45
REQ20988,2025-12-07 17:10:37.623315,2025-12-08 04:10:37.623315,Data Platform,Согласование,Network,Завершен,11
REQ20989,2025-12-07 03:35:37.623315,2025-12-10 08:35:37.623315,ERP,BI-отчет,DBA,Отклонен,77
REQ20990,2025-12-07 02:42:37.623315,2025-12-09 02:42:37.623315,ERP,Оборудование,DBA,Отклонен,48
REQ20991,2025-12-07 01:09:37.623315,2025-12-10 16:09:37.623315,Сеть офисов,Согласование,Application Support,Завершен,87
REQ20992,2025-12-07 22:45:37.623315,2025-12-08 02:45:37.623315,VPN,Сброс пароля,Network,В работе,4
REQ20993,2025-12-08 22:53:37.623315,2025-12-10 10:53:37.623315,Data Platform,Согласование,Application Support,Отклонен,36
REQ20994,2025-12-08 18:10:37.623315,2025-12-09 17:10:37.623315,ERP,Сброс пароля,Application Support,Отклонен,23
REQ20995,2025-12-08 10:08:37.623315,2025-12-10 11:08:37.623315,Корпоративная почта,BI-отчет,DBA,Завершен,49
REQ20996,2025-12-08 16:31:37.623315,2025-12-09 16:31:37.623315,VPN,Сброс пароля,NOC,Завершен,24
REQ20997,2025-12-08 16:32:37.623315,2025-12-10 15:32:37.623315,Сервис-деск,Учетная запись,Service Desk L2,В работе,47
REQ20998,2025-12-08 05:09:37.623315,2025-12-09 21:09:37.623315,Data Platform,Оборудование,Service Desk L1,В работе,40
REQ20999,2025-12-08 05:58:37.623315,2025-12-09 15:58:37.623315,VPN,Учетная запись,NOC,Завершен,34
REQ21000,2025-12-08 05:11:37.623315,2025-12-09 03:11:37.623315,VPN,Сброс пароля,NOC,В работе,22
REQ21001,2025-12-08 17:57:37.623315,2025-12-09 17:57:37.623315,Сеть офисов,Доступ,NOC,Отклонен,24
REQ21002,2025-12-08 22:02:37.623315,2025-12-11 05:02:37.623315,Data Platform,Оборудование,Service Desk L2,В работе,55
REQ21003,2025-12-08 00:29:37.623315,2025-12-10 06:29:37.623315,Data Platform,Доступ,Network,В работе,54
REQ21004,2025-12-08 00:58:37.623315,2025-12-10 00:58:37.623315,Data Platform,Оборудование,Application Support,Завершен,48
REQ21005,2025-12-08 15:14:37.623315,2025-12-10 05:14:37.623315,Сервис-деск,Доступ,NOC,Отклонен,38
REQ21006,2025-12-08 07:00:37.623315,2025-12-08 18:00:37.623315,Корпоративная почта,Учетная запись,NOC,Отклонен,11
REQ21007,2025-12-08 06:36:37.623315,2025-12-10 07:36:37.623315,VPN,BI-отчет,Service Desk L1,Завершен,49
REQ21008,2025-12-09 04:25:37.623315,2025-12-12 12:25:37.623315,ERP,BI-отчет,DBA,Завершен,80
REQ21009,2025-12-08 23:44:37.623315,2025-12-10 10:44:37.623315,Сеть офисов,BI-отчет,Application Support,В работе,35
REQ21010,2025-12-09 06:56:37.623315,2025-12-12 01:56:37.623315,Сервис-деск,Сброс пароля,Service Desk L2,Завершен,67
REQ21011,2025-12-09 01:05:37.623315,2025-12-09 21:05:37.623315,Сервис-деск,Учетная запись,Service Desk L2,Завершен,20
REQ21012,2025-12-09 14:07:37.623315,2025-12-12 12:07:37.623315,Корпоративная почта,Согласование,DBA,Отклонен,70
REQ21013,2025-12-08 23:45:37.623315,2025-12-12 10:45:37.623315,Data Platform,Учетная запись,Network,Отклонен,83
REQ21014,2025-12-09 07:04:37.623315,2025-12-09 23:04:37.623315,ERP,Учетная запись,Service Desk L1,Отклонен,16
REQ21015,2025-12-09 00:27:37.623315,2025-12-11 02:27:37.623315,Сервис-деск,Сброс пароля,Service Desk L1,Отклонен,50
REQ21016,2025-12-09 20:30:37.623315,2025-12-13 09:30:37.623315,Сеть офисов,Доступ,Network,Завершен,85
REQ21017,2025-12-09 05:49:37.623315,2025-12-09 12:49:37.623315,Корпоративная почта,Согласование,NOC,Отклонен,7
REQ21018,2025-12-09 03:47:37.623315,2025-12-12 13:47:37.623315,ERP,Доступ,DBA,Завершен,82
REQ21019,2025-12-09 05:22:37.623315,2025-12-12 00:22:37.623315,Сервис-деск,BI-отчет,NOC,Отклонен,67
REQ21020,2025-12-09 20:18:37.623315,2025-12-10 06:18:37.623315,Data Platform,Оборудование,DBA,Завершен,10
REQ21021,2025-12-09 15:31:37.623315,2025-12-12 21:31:37.623315,Data Platform,BI-отчет,Application Support,Отклонен,78
REQ21022,2025-12-09 09:14:37.623315,2025-12-11 01:14:37.623315,Сеть офисов,Сброс пароля,NOC,Отклонен,40
REQ21023,2025-12-08 23:50:37.623315,2025-12-09 19:50:37.623315,Сеть офисов,BI-отчет,Service Desk L2,Отклонен,20
REQ21024,2025-12-09 09:57:37.623315,2025-12-10 10:57:37.623315,Сервис-деск,Учетная запись,DBA,Отклонен,25
REQ21025,2025-12-09 07:26:37.623315,2025-12-09 18:26:37.623315,Data Platform,BI-отчет,NOC,В работе,11
REQ21026,2025-12-09 18:04:37.623315,2025-12-10 10:04:37.623315,Сервис-деск,BI-отчет,DBA,Завершен,16
REQ21027,2025-12-09 05:12:37.623315,2025-12-11 19:12:37.623315,Data Platform,Согласование,Application Support,Завершен,62
REQ21028,2025-12-09 16:23:37.623315,2025-12-12 13:23:37.623315,VPN,Доступ,Application Support,Отклонен,69
REQ21029,2025-12-09 02:50:37.623315,2025-12-09 11:50:37.623315,Сервис-деск,Оборудование,DBA,Завершен,9
REQ21030,2025-12-09 21:18:37.623315,2025-12-11 08:18:37.623315,ERP,Сброс пароля,Application Support,В работе,35
REQ21031,2025-12-09 18:45:37.623315,2025-12-13 04:45:37.623315,Сервис-деск,Оборудование,Service Desk L2,В работе,82
REQ21032,2025-12-09 09:54:37.623315,2025-12-13 02:54:37.623315,Data Platform,Доступ,NOC,Завершен,89
REQ21033,2025-12-09 00:08:37.623315,2025-12-10 15:08:37.623315,Сервис-деск,Учетная запись,Application Support,В работе,39
REQ21034,2025-12-09 05:03:37.623315,2025-12-11 06:03:37.623315,VPN,Согласование,Service Desk L1,Завершен,49
REQ21035,2025-12-09 17:26:37.623315,2025-12-10 14:26:37.623315,VPN,Согласование,Network,Завершен,21
REQ21036,2025-12-08 23:32:37.623315,2025-12-11 23:32:37.623315,ERP,BI-отчет,DBA,В работе,72
REQ21037,2025-12-09 21:24:37.623315,2025-12-11 06:24:37.623315,Сеть офисов,Согласование,Service Desk L2,В работе,33
REQ21038,2025-12-08 23:29:37.623315,2025-12-10 14:29:37.623315,VPN,Согласование,Network,Завершен,39
REQ21039,2025-12-09 21:40:37.623315,2025-12-10 04:40:37.623315,ERP,Сброс пароля,Application Support,Отклонен,7
REQ21040,2025-12-09 12:37:37.623315,2025-12-12 06:37:37.623315,Корпоративная почта,Учетная запись,Service Desk L1,В работе,66
REQ21041,2025-12-09 11:10:37.623315,2025-12-11 00:10:37.623315,Сервис-деск,Доступ,Application Support,В работе,37
REQ21042,2025-12-10 00:29:37.623315,2025-12-13 23:29:37.623315,Сеть офисов,Учетная запись,NOC,Отклонен,95
REQ21043,2025-12-10 19:48:37.623315,2025-12-12 07:48:37.623315,Корпоративная почта,BI-отчет,Service Desk L1,Отклонен,36
REQ21044,2025-12-10 02:21:37.623315,2025-12-11 07:21:37.623315,Сеть офисов,Доступ,Service Desk L1,Завершен,29
REQ21045,2025-12-10 04:24:37.623315,2025-12-14 04:24:37.623315,VPN,Учетная запись,NOC,Завершен,96
REQ21046,2025-12-10 10:29:37.623315,2025-12-10 14:29:37.623315,Сеть офисов,Сброс пароля,Network,Завершен,4
REQ21047,2025-12-10 21:33:37.623315,2025-12-13 09:33:37.623315,ERP,BI-отчет,DBA,Отклонен,60
REQ21048,2025-12-10 18:44:37.623315,2025-12-12 01:44:37.623315,Корпоративная почта,BI-отчет,Service Desk L2,Завершен,31
REQ21049,2025-12-10 11:23:37.623315,2025-12-10 19:23:37.623315,Сеть офисов,Учетная запись,Service Desk L1,В работе,8
REQ21050,2025-12-10 00:29:37.623315,2025-12-12 13:29:37.623315,ERP,Согласование,Network,Отклонен,61
REQ21051,2025-12-10 09:37:37.623315,2025-12-11 21:37:37.623315,Сервис-деск,BI-отчет,Application Support,Завершен,36
REQ21052,2025-12-10 09:39:37.623315,2025-12-13 10:39:37.623315,Сеть офисов,Сброс пароля,Service Desk L2,В работе,73
REQ21053,2025-12-10 09:35:37.623315,2025-12-13 04:35:37.623315,Корпоративная почта,Доступ,Service Desk L1,Завершен,67
REQ21054,2025-12-10 19:56:37.623315,2025-12-11 12:56:37.623315,Сервис-деск,BI-отчет,Service Desk L1,В работе,17
REQ21055,2025-12-10 11:01:37.623315,2025-12-12 09:01:37.623315,Сеть офисов,Оборудование,Network,В работе,46
REQ21056,2025-12-10 09:46:37.623315,2025-12-12 14:46:37.623315,VPN,Оборудование,Service Desk L1,Отклонен,53
REQ21057,2025-12-10 10:30:37.623315,2025-12-11 03:30:37.623315,Data Platform,BI-отчет,DBA,Завершен,17
REQ21058,2025-12-10 10:05:37.623315,2025-12-12 16:05:37.623315,Data Platform,Доступ,Application Support,В работе,54
REQ21059,2025-12-10 03:12:37.623315,2025-12-12 10:12:37.623315,VPN,Сброс пароля,Service Desk L1,В работе,55
REQ21060,2025-12-09 23:49:37.623315,2025-12-10 02:49:37.623315,ERP,Согласование,Service Desk L2,Завершен,3
REQ21061,2025-12-10 13:18:37.623315,2025-12-12 18:18:37.623315,Корпоративная почта,Оборудование,Application Support,В работе,53
REQ21062,2025-12-10 01:44:37.623315,2025-12-12 19:44:37.623315,ERP,Доступ,NOC,В работе,66
REQ21063,2025-12-10 06:04:37.623315,2025-12-10 08:04:37.623315,Корпоративная почта,Согласование,Application Support,Отклонен,2
REQ21064,2025-12-10 23:01:37.623315,2025-12-11 12:01:37.623315,Data Platform,Согласование,NOC,В работе,13
REQ21065,2025-12-10 12:24:37.623315,2025-12-12 10:24:37.623315,Сеть офисов,Согласование,Service Desk L1,Завершен,46
REQ21066,2025-12-10 10:29:37.623315,2025-12-11 10:29:37.623315,ERP,Сброс пароля,NOC,Завершен,24
REQ21067,2025-12-10 06:58:37.623315,2025-12-12 01:58:37.623315,ERP,Согласование,Service Desk L1,В работе,43
REQ21068,2025-12-11 17:02:37.623315,2025-12-14 08:02:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,Отклонен,63
REQ21069,2025-12-11 08:25:37.623315,2025-12-13 11:25:37.623315,Сеть офисов,Доступ,DBA,Отклонен,51
REQ21070,2025-12-11 02:07:37.623315,2025-12-12 05:07:37.623315,Сервис-деск,Учетная запись,Network,Отклонен,27
REQ21071,2025-12-11 19:44:37.623315,2025-12-14 00:44:37.623315,ERP,Согласование,Service Desk L2,Отклонен,53
REQ21072,2025-12-11 18:55:37.623315,2025-12-13 06:55:37.623315,Data Platform,Доступ,Service Desk L2,В работе,36
REQ21073,2025-12-11 15:48:37.623315,2025-12-15 08:48:37.623315,Data Platform,BI-отчет,Network,Отклонен,89
REQ21074,2025-12-11 11:33:37.623315,2025-12-15 03:33:37.623315,Сеть офисов,Оборудование,NOC,Отклонен,88
REQ21075,2025-12-11 13:30:37.623315,2025-12-12 16:30:37.623315,Data Platform,Доступ,NOC,Отклонен,27
REQ21076,2025-12-11 00:57:37.623315,2025-12-11 20:57:37.623315,Data Platform,Доступ,DBA,В работе,20
REQ21077,2025-12-11 03:21:37.623315,2025-12-11 17:21:37.623315,Data Platform,Сброс пароля,Network,В работе,14
REQ21078,2025-12-11 22:49:37.623315,2025-12-15 15:49:37.623315,Сеть офисов,Согласование,Network,В работе,89
REQ21079,2025-12-11 15:03:37.623315,2025-12-14 11:03:37.623315,Data Platform,Сброс пароля,Network,В работе,68
REQ21080,2025-12-11 14:43:37.623315,2025-12-12 04:43:37.623315,VPN,Сброс пароля,DBA,В работе,14
REQ21081,2025-12-11 07:21:37.623315,2025-12-11 09:21:37.623315,Корпоративная почта,Согласование,Service Desk L1,В работе,2
REQ21082,2025-12-11 09:54:37.623315,2025-12-13 16:54:37.623315,Сеть офисов,Оборудование,Network,Отклонен,55
REQ21083,2025-12-11 00:43:37.623315,2025-12-11 11:43:37.623315,Data Platform,Согласование,Network,В работе,11
REQ21084,2025-12-11 09:27:37.623315,2025-12-12 06:27:37.623315,VPN,Сброс пароля,Network,В работе,21
REQ21085,2025-12-11 02:10:37.623315,2025-12-13 21:10:37.623315,Сеть офисов,BI-отчет,DBA,В работе,67
REQ21086,2025-12-10 23:30:37.623315,2025-12-12 02:30:37.623315,VPN,BI-отчет,DBA,Отклонен,27
REQ21087,2025-12-11 12:22:37.623315,2025-12-14 07:22:37.623315,VPN,Сброс пароля,DBA,Завершен,67
REQ21088,2025-12-11 22:25:37.623315,2025-12-14 09:25:37.623315,Корпоративная почта,Оборудование,DBA,Завершен,59
REQ21089,2025-12-11 01:17:37.623315,2025-12-14 10:17:37.623315,ERP,Сброс пароля,Application Support,Завершен,81
REQ21090,2025-12-11 16:02:37.623315,2025-12-13 22:02:37.623315,Корпоративная почта,Оборудование,NOC,Отклонен,54
REQ21091,2025-12-11 10:07:37.623315,2025-12-11 18:07:37.623315,Сеть офисов,BI-отчет,Service Desk L2,Отклонен,8
REQ21092,2025-12-11 06:22:37.623315,2025-12-14 13:22:37.623315,ERP,Учетная запись,NOC,Завершен,79
REQ21093,2025-12-11 08:03:37.623315,2025-12-14 12:03:37.623315,Корпоративная почта,BI-отчет,DBA,Отклонен,76
REQ21094,2025-12-11 02:13:37.623315,2025-12-14 09:13:37.623315,Data Platform,BI-отчет,DBA,Отклонен,79
REQ21095,2025-12-11 14:29:37.623315,2025-12-13 02:29:37.623315,ERP,Оборудование,Service Desk L1,В работе,36
REQ21096,2025-12-11 02:34:37.623315,2025-12-13 02:34:37.623315,Data Platform,BI-отчет,Network,Отклонен,48
REQ21097,2025-12-10 23:40:37.623315,2025-12-12 17:40:37.623315,Корпоративная почта,Согласование,Application Support,В работе,42
REQ21098,2025-12-11 12:09:37.623315,2025-12-15 06:09:37.623315,Data Platform,Сброс пароля,Service Desk L1,Завершен,90
REQ21099,2025-12-11 17:41:37.623315,2025-12-14 10:41:37.623315,Сервис-деск,Учетная запись,Application Support,Отклонен,65
REQ21100,2025-12-11 08:04:37.623315,2025-12-11 12:04:37.623315,ERP,BI-отчет,Service Desk L2,Отклонен,4
REQ21101,2025-12-11 00:29:37.623315,2025-12-14 14:29:37.623315,Data Platform,Доступ,Application Support,Отклонен,86
REQ21102,2025-12-11 18:37:37.623315,2025-12-13 06:37:37.623315,VPN,Учетная запись,NOC,Завершен,36
REQ21103,2025-12-12 04:03:37.623315,2025-12-14 14:03:37.623315,VPN,Доступ,Service Desk L1,В работе,58
